Order ID,Product,Quantity Ordered,Price Each,Order Date,City,State,Category
312954,Apple Airpods Headphones,1,150.0,2019-12-29 14:29:00, Dallas,Texas,Headphones
312955,Apple Airpods Headphones,1,150.0,2019-12-10 18:30:00, San Francisco,California,Headphones
312956,AA Batteries (4-pack),1,3.84,2019-12-17 22:03:00, San Francisco,California,Batteries
312957,34in Ultrawide Monitor,1,379.99,2019-12-19 11:06:00, San Francisco,California,Monitor
312958,iPhone,1,700.0,2019-12-23 19:31:00, Los Angeles,California,Phone
312959,AA Batteries (4-pack),1,3.84,2019-12-06 18:20:00, San Francisco,California,Batteries
312960,Bose SoundSport Headphones,1,99.99,2019-12-18 13:49:00, New York City,New York,Headphones
312961,Bose SoundSport Headphones,1,99.99,2019-12-29 01:02:00, San Francisco,California,Headphones
312962,Wired Headphones,1,11.99,2019-12-27 11:15:00, Dallas,Texas,Headphones
312963,Vareebadd Phone,1,400.0,2019-12-01 08:50:00, Atlanta,Georgia,Phone
312964,AA Batteries (4-pack),1,3.84,2019-12-09 10:05:00, Boston,Massachusetts,Batteries
312965,Lightning Charging Cable,1,14.95,2019-12-10 11:17:00, Boston,Massachusetts,Charging Cable
312966,Macbook Pro Laptop,1,1700.0,2019-12-12 15:02:00, Boston,Massachusetts,Laptop
312966,AAA Batteries (4-pack),3,2.99,2019-12-12 15:02:00, Boston,Massachusetts,Batteries
312967,USB-C Charging Cable,1,11.95,2019-12-04 16:50:00, New York City,New York,Charging Cable
312968,AAA Batteries (4-pack),2,2.99,2019-12-15 12:23:00, Los Angeles,California,Batteries
312969,Wired Headphones,3,11.99,2019-12-18 23:55:00, Austin,Texas,Headphones
312970,AA Batteries (4-pack),6,3.84,2019-12-12 10:59:00, New York City,New York,Batteries
312971,AAA Batteries (4-pack),1,2.99,2019-12-09 19:56:00, New York City,New York,Batteries
312972,27in FHD Monitor,1,149.99,2019-12-17 18:58:00, San Francisco,California,Monitor
312973,Apple Airpods Headphones,1,150.0,2019-12-15 11:36:00, Atlanta,Georgia,Headphones
312974,USB-C Charging Cable,1,11.95,2019-12-29 18:41:00, New York City,New York,Charging Cable
312975,Lightning Charging Cable,1,14.95,2019-12-16 19:16:00, Dallas,Texas,Charging Cable
312976,Bose SoundSport Headphones,1,99.99,2019-12-26 20:53:00, San Francisco,California,Headphones
312977,Lightning Charging Cable,1,14.95,2019-12-28 17:47:00, Los Angeles,California,Charging Cable
312978,34in Ultrawide Monitor,1,379.99,2019-12-25 09:28:00, San Francisco,California,Monitor
312979,Bose SoundSport Headphones,1,99.99,2019-12-11 13:44:00, Boston,Massachusetts,Headphones
312980,Wired Headphones,1,11.99,2019-12-31 19:46:00, San Francisco,California,Headphones
312981,Macbook Pro Laptop,1,1700.0,2019-12-14 12:57:00, Boston,Massachusetts,Laptop
312982,AAA Batteries (4-pack),1,2.99,2019-12-10 22:35:00, Los Angeles,California,Batteries
312983,AA Batteries (4-pack),1,3.84,2019-12-08 19:54:00, San Francisco,California,Batteries
312984,AA Batteries (4-pack),2,3.84,2019-12-22 11:49:00, New York City,New York,Batteries
312985,Bose SoundSport Headphones,1,99.99,2019-12-26 22:49:00, Atlanta,Georgia,Headphones
312986,Lightning Charging Cable,2,14.95,2019-12-11 07:59:00, Austin,Texas,Charging Cable
312986,USB-C Charging Cable,1,11.95,2019-12-11 07:59:00, Austin,Texas,Charging Cable
312987,Lightning Charging Cable,1,14.95,2019-12-16 21:39:00, New York City,New York,Charging Cable
312988,Apple Airpods Headphones,1,150.0,2019-12-21 19:18:00, Dallas,Texas,Headphones
312989,USB-C Charging Cable,1,11.95,2019-12-25 22:18:00, Atlanta,Georgia,Charging Cable
312990,USB-C Charging Cable,1,11.95,2019-12-30 05:52:00, San Francisco,California,Charging Cable
312991,AAA Batteries (4-pack),1,2.99,2019-12-03 16:16:00, San Francisco,California,Batteries
312992,34in Ultrawide Monitor,1,379.99,2019-12-31 15:24:00, Los Angeles,California,Monitor
312993,AA Batteries (4-pack),2,3.84,2019-12-31 14:33:00, Seattle,Washington,Batteries
312994,iPhone,1,700.0,2019-12-19 13:08:00, Seattle,Washington,Phone
312995,USB-C Charging Cable,1,11.95,2019-12-10 16:29:00, Atlanta,Georgia,Charging Cable
312996,AAA Batteries (4-pack),1,2.99,2019-12-05 06:12:00, Seattle,Washington,Batteries
312996,AAA Batteries (4-pack),3,2.99,2019-12-05 06:12:00, Seattle,Washington,Batteries
312997,27in 4K Gaming Monitor,1,389.99,2019-12-28 13:42:00, Boston,Massachusetts,Monitor
312998,ThinkPad Laptop,1,999.99,2019-12-22 17:45:00, San Francisco,California,Laptop
312999,AAA Batteries (4-pack),1,2.99,2019-12-10 20:56:00, Los Angeles,California,Batteries
313000,Flatscreen TV,1,300.0,2019-12-09 15:30:00, Austin,Texas,TV
313001,USB-C Charging Cable,1,11.95,2019-12-06 23:17:00, Dallas,Texas,Charging Cable
313002,AA Batteries (4-pack),4,3.84,2019-12-07 20:14:00, Seattle,Washington,Batteries
313003,AA Batteries (4-pack),1,3.84,2019-12-22 21:21:00, San Francisco,California,Batteries
313004,Apple Airpods Headphones,1,150.0,2019-12-02 16:07:00, San Francisco,California,Headphones
313005,34in Ultrawide Monitor,1,379.99,2019-12-07 17:52:00, Los Angeles,California,Monitor
313006,AA Batteries (4-pack),1,3.84,2019-12-18 12:18:00, San Francisco,California,Batteries
313007,AAA Batteries (4-pack),2,2.99,2019-12-17 17:59:00, New York City,New York,Batteries
313008,USB-C Charging Cable,1,11.95,2019-12-15 17:50:00, New York City,New York,Charging Cable
313009,AAA Batteries (4-pack),1,2.99,2019-12-20 16:44:00, Los Angeles,California,Batteries
313010,AAA Batteries (4-pack),1,2.99,2019-12-06 15:11:00, New York City,New York,Batteries
313011,Bose SoundSport Headphones,1,99.99,2019-12-25 13:46:00, Austin,Texas,Headphones
313012,Lightning Charging Cable,1,14.95,2019-12-05 03:34:00, New York City,New York,Charging Cable
313012,20in Monitor,1,109.99,2019-12-05 03:34:00, New York City,New York,Monitor
313013,Wired Headphones,1,11.99,2019-12-09 11:36:00, Austin,Texas,Headphones
313014,Lightning Charging Cable,1,14.95,2019-12-01 13:15:00, Atlanta,Georgia,Charging Cable
313015,Wired Headphones,2,11.99,2019-12-29 16:44:00, Austin,Texas,Headphones
313016,USB-C Charging Cable,1,11.95,2019-12-30 14:46:00, San Francisco,California,Charging Cable
313017,Google Phone,1,600.0,2019-12-05 12:25:00, Atlanta,Georgia,Phone
313018,Bose SoundSport Headphones,1,99.99,2019-12-28 18:15:00, Seattle,Washington,Headphones
313019,Google Phone,1,600.0,2019-12-15 10:09:00, San Francisco,California,Phone
313020,USB-C Charging Cable,1,11.95,2019-12-30 12:15:00, Los Angeles,California,Charging Cable
313021,Wired Headphones,1,11.99,2019-12-21 12:32:00, Atlanta,Georgia,Headphones
313022,27in 4K Gaming Monitor,1,389.99,2019-12-25 13:19:00, Dallas,Texas,Monitor
313023,Wired Headphones,1,11.99,2019-12-12 12:27:00, Dallas,Texas,Headphones
313024,Lightning Charging Cable,1,14.95,2019-12-28 13:03:00, Los Angeles,California,Charging Cable
313025,Bose SoundSport Headphones,1,99.99,2019-12-14 22:06:00, Los Angeles,California,Headphones
313026,Bose SoundSport Headphones,1,99.99,2019-12-29 19:11:00, Los Angeles,California,Headphones
313027,AAA Batteries (4-pack),2,2.99,2019-12-13 12:37:00, Portland,Oregon,Batteries
313028,34in Ultrawide Monitor,1,379.99,2019-12-30 08:13:00, Los Angeles,California,Monitor
313029,Apple Airpods Headphones,1,150.0,2019-12-17 14:18:00, Seattle,Washington,Headphones
313030,27in 4K Gaming Monitor,1,389.99,2019-12-17 22:54:00, Portland,Oregon,Monitor
313030,AA Batteries (4-pack),1,3.84,2019-12-17 22:54:00, Portland,Oregon,Batteries
313031,20in Monitor,1,109.99,2019-12-11 20:01:00, Los Angeles,California,Monitor
313032,Apple Airpods Headphones,1,150.0,2019-12-21 13:51:00, Boston,Massachusetts,Headphones
313033,Macbook Pro Laptop,1,1700.0,2019-12-27 14:12:00, New York City,New York,Laptop
313034,LG Dryer,1,600.0,2019-12-01 20:01:00, Atlanta,Georgia,Dryer
313035,Flatscreen TV,1,300.0,2019-12-11 17:51:00, Los Angeles,California,TV
313036,27in FHD Monitor,1,149.99,2019-12-09 10:44:00, Portland,Maine,Monitor
313037,Wired Headphones,3,11.99,2019-12-13 00:03:00, Dallas,Texas,Headphones
313038,AA Batteries (4-pack),1,3.84,2019-12-15 13:10:00, Seattle,Washington,Batteries
313039,Wired Headphones,1,11.99,2019-12-27 08:11:00, New York City,New York,Headphones
313040,Wired Headphones,1,11.99,2019-12-26 11:56:00, Seattle,Washington,Headphones
313041,USB-C Charging Cable,1,11.95,2019-12-18 11:38:00, New York City,New York,Charging Cable
313042,AA Batteries (4-pack),1,3.84,2019-12-11 19:23:00, Dallas,Texas,Batteries
313043,27in FHD Monitor,1,149.99,2019-12-15 12:57:00, New York City,New York,Monitor
313044,34in Ultrawide Monitor,1,379.99,2019-12-12 11:48:00, Los Angeles,California,Monitor
313045,AAA Batteries (4-pack),3,2.99,2019-12-15 09:38:00, Portland,Oregon,Batteries
313046,AA Batteries (4-pack),3,3.84,2019-12-09 11:21:00, Seattle,Washington,Batteries
313047,Lightning Charging Cable,1,14.95,2019-12-18 11:38:00, San Francisco,California,Charging Cable
313048,USB-C Charging Cable,1,11.95,2019-12-04 14:00:00, Los Angeles,California,Charging Cable
313049,Bose SoundSport Headphones,1,99.99,2019-12-04 12:52:00, Atlanta,Georgia,Headphones
313050,USB-C Charging Cable,1,11.95,2019-12-29 10:37:00, Dallas,Texas,Charging Cable
313051,USB-C Charging Cable,1,11.95,2019-12-25 11:50:00, New York City,New York,Charging Cable
313052,Bose SoundSport Headphones,1,99.99,2019-12-28 18:57:00, Atlanta,Georgia,Headphones
313053,20in Monitor,1,109.99,2019-12-09 10:07:00, New York City,New York,Monitor
313054,AAA Batteries (4-pack),2,2.99,2019-12-29 22:55:00, Los Angeles,California,Batteries
313055,Lightning Charging Cable,1,14.95,2019-12-03 20:23:00, New York City,New York,Charging Cable
313056,iPhone,1,700.0,2019-12-31 18:40:00, New York City,New York,Phone
313056,Lightning Charging Cable,1,14.95,2019-12-31 18:40:00, New York City,New York,Charging Cable
313057,Lightning Charging Cable,1,14.95,2019-12-29 19:51:00, Atlanta,Georgia,Charging Cable
313058,Wired Headphones,2,11.99,2019-12-02 22:34:00, Atlanta,Georgia,Headphones
313059,Apple Airpods Headphones,1,150.0,2019-12-26 13:41:00, New York City,New York,Headphones
313060,Macbook Pro Laptop,1,1700.0,2019-12-21 21:37:00, New York City,New York,Laptop
313061,AA Batteries (4-pack),1,3.84,2019-12-02 19:23:00, Los Angeles,California,Batteries
313062,Vareebadd Phone,1,400.0,2019-12-23 13:33:00, New York City,New York,Phone
313062,Wired Headphones,1,11.99,2019-12-23 13:33:00, New York City,New York,Headphones
313063,Apple Airpods Headphones,1,150.0,2019-12-09 17:24:00, Los Angeles,California,Headphones
313064,Wired Headphones,1,11.99,2019-12-12 00:45:00, Los Angeles,California,Headphones
313065,Lightning Charging Cable,1,14.95,2019-12-06 21:10:00, Atlanta,Georgia,Charging Cable
313066,20in Monitor,1,109.99,2019-12-25 05:42:00, Boston,Massachusetts,Monitor
313067,AA Batteries (4-pack),1,3.84,2019-12-18 20:47:00, Seattle,Washington,Batteries
313068,AAA Batteries (4-pack),1,2.99,2019-12-20 13:59:00, Los Angeles,California,Batteries
313069,AA Batteries (4-pack),1,3.84,2019-12-13 14:07:00, Atlanta,Georgia,Batteries
313070,27in FHD Monitor,1,149.99,2019-12-30 12:16:00, Los Angeles,California,Monitor
313071,Bose SoundSport Headphones,1,99.99,2019-12-14 19:33:00, Portland,Oregon,Headphones
313072,34in Ultrawide Monitor,1,379.99,2019-12-15 12:26:00, Seattle,Washington,Monitor
313073,USB-C Charging Cable,1,11.95,2019-12-27 22:01:00, Portland,Oregon,Charging Cable
313074,Lightning Charging Cable,1,14.95,2019-12-22 21:50:00, Dallas,Texas,Charging Cable
313075,27in 4K Gaming Monitor,1,389.99,2019-12-02 22:16:00, Boston,Massachusetts,Monitor
313076,Wired Headphones,1,11.99,2019-12-02 10:53:00, San Francisco,California,Headphones
313077,Lightning Charging Cable,1,14.95,2019-12-20 14:16:00, Portland,Oregon,Charging Cable
313078,Lightning Charging Cable,1,14.95,2019-12-07 18:37:00, New York City,New York,Charging Cable
313079,Apple Airpods Headphones,1,150.0,2019-12-12 19:05:00, Portland,Maine,Headphones
313080,Macbook Pro Laptop,1,1700.0,2019-12-06 18:40:00, Boston,Massachusetts,Laptop
313081,Google Phone,1,600.0,2019-12-22 12:03:00, Seattle,Washington,Phone
313082,Lightning Charging Cable,1,14.95,2019-12-30 19:17:00, San Francisco,California,Charging Cable
313083,Wired Headphones,1,11.99,2019-12-31 21:29:00, San Francisco,California,Headphones
313084,USB-C Charging Cable,1,11.95,2019-12-15 19:01:00, Seattle,Washington,Charging Cable
313085,USB-C Charging Cable,2,11.95,2019-12-15 23:11:00, San Francisco,California,Charging Cable
313086,Macbook Pro Laptop,1,1700.0,2019-12-23 08:12:00, San Francisco,California,Laptop
313087,USB-C Charging Cable,2,11.95,2019-12-27 18:03:00, San Francisco,California,Charging Cable
313088,AAA Batteries (4-pack),2,2.99,2019-12-21 18:06:00, San Francisco,California,Batteries
313089,Lightning Charging Cable,1,14.95,2019-12-04 13:59:00, Seattle,Washington,Charging Cable
313090,AAA Batteries (4-pack),1,2.99,2019-12-29 13:51:00, Dallas,Texas,Batteries
313091,AAA Batteries (4-pack),2,2.99,2019-12-11 21:31:00, Los Angeles,California,Batteries
313092,20in Monitor,1,109.99,2019-12-04 22:53:00, Dallas,Texas,Monitor
313093,Vareebadd Phone,1,400.0,2019-12-18 06:56:00, Dallas,Texas,Phone
313093,USB-C Charging Cable,1,11.95,2019-12-18 06:56:00, Dallas,Texas,Charging Cable
313094,AA Batteries (4-pack),1,3.84,2019-12-05 20:43:00, Boston,Massachusetts,Batteries
313095,34in Ultrawide Monitor,1,379.99,2019-12-05 19:40:00, Boston,Massachusetts,Monitor
313096,Bose SoundSport Headphones,1,99.99,2019-12-07 20:40:00, San Francisco,California,Headphones
313097,Apple Airpods Headphones,1,150.0,2019-12-15 12:21:00, Austin,Texas,Headphones
313098,AA Batteries (4-pack),1,3.84,2019-12-19 10:58:00, Dallas,Texas,Batteries
313099,Bose SoundSport Headphones,1,99.99,2019-12-04 21:38:00, San Francisco,California,Headphones
313100,Wired Headphones,1,11.99,2019-12-13 22:03:00, New York City,New York,Headphones
313101,AAA Batteries (4-pack),1,2.99,2019-12-24 08:52:00, Dallas,Texas,Batteries
313102,iPhone,1,700.0,2019-12-31 16:28:00, Los Angeles,California,Phone
313103,34in Ultrawide Monitor,1,379.99,2019-12-17 19:05:00, San Francisco,California,Monitor
313104,iPhone,1,700.0,2019-12-13 14:54:00, Seattle,Washington,Phone
313105,Lightning Charging Cable,1,14.95,2019-12-31 21:24:00, Portland,Oregon,Charging Cable
313106,AAA Batteries (4-pack),1,2.99,2019-12-13 21:58:00, Austin,Texas,Batteries
313107,Bose SoundSport Headphones,1,99.99,2019-12-24 05:10:00, San Francisco,California,Headphones
313108,Lightning Charging Cable,1,14.95,2019-12-14 15:19:00, San Francisco,California,Charging Cable
313109,Wired Headphones,1,11.99,2019-12-13 13:13:00, Dallas,Texas,Headphones
313110,Bose SoundSport Headphones,1,99.99,2019-12-21 18:12:00, Seattle,Washington,Headphones
313111,AAA Batteries (4-pack),1,2.99,2019-12-23 12:50:00, Portland,Oregon,Batteries
313112,AAA Batteries (4-pack),1,2.99,2019-12-19 11:17:00, Boston,Massachusetts,Batteries
313113,USB-C Charging Cable,1,11.95,2019-12-29 15:31:00, Portland,Oregon,Charging Cable
313114,AAA Batteries (4-pack),2,2.99,2019-12-30 11:46:00, Portland,Maine,Batteries
313115,Google Phone,1,600.0,2019-12-17 08:32:00, San Francisco,California,Phone
313115,USB-C Charging Cable,2,11.95,2019-12-17 08:32:00, San Francisco,California,Charging Cable
313115,Wired Headphones,1,11.99,2019-12-17 08:32:00, San Francisco,California,Headphones
313116,AAA Batteries (4-pack),1,2.99,2019-12-11 10:20:00, Seattle,Washington,Batteries
313117,AA Batteries (4-pack),1,3.84,2019-12-28 19:23:00, Los Angeles,California,Batteries
313118,Lightning Charging Cable,1,14.95,2019-12-08 21:06:00, San Francisco,California,Charging Cable
313119,Lightning Charging Cable,1,14.95,2019-12-02 12:30:00, Portland,Oregon,Charging Cable
313120,AAA Batteries (4-pack),1,2.99,2019-12-29 12:23:00, Portland,Oregon,Batteries
313121,Lightning Charging Cable,1,14.95,2019-12-15 09:29:00, New York City,New York,Charging Cable
313122,AAA Batteries (4-pack),1,2.99,2019-12-27 13:42:00, San Francisco,California,Batteries
313123,USB-C Charging Cable,1,11.95,2019-12-09 17:37:00, San Francisco,California,Charging Cable
313124,Wired Headphones,1,11.99,2019-12-04 17:27:00, Los Angeles,California,Headphones
313125,Bose SoundSport Headphones,1,99.99,2019-12-09 12:08:00, Seattle,Washington,Headphones
313126,Flatscreen TV,1,300.0,2019-12-12 09:17:00, San Francisco,California,TV
313127,Vareebadd Phone,1,400.0,2019-12-05 00:23:00, Los Angeles,California,Phone
313128,USB-C Charging Cable,1,11.95,2019-12-19 10:47:00, San Francisco,California,Charging Cable
313129,34in Ultrawide Monitor,1,379.99,2019-12-13 19:01:00, Portland,Maine,Monitor
313130,Apple Airpods Headphones,1,150.0,2019-12-14 10:50:00, Los Angeles,California,Headphones
313131,Lightning Charging Cable,1,14.95,2019-12-17 15:28:00, Atlanta,Georgia,Charging Cable
313132,Lightning Charging Cable,1,14.95,2019-12-26 13:12:00, Los Angeles,California,Charging Cable
313132,27in FHD Monitor,1,149.99,2019-12-26 13:12:00, Los Angeles,California,Monitor
313133,Vareebadd Phone,1,400.0,2019-12-04 04:37:00, Dallas,Texas,Phone
313134,AA Batteries (4-pack),1,3.84,2019-12-09 14:34:00, Austin,Texas,Batteries
313135,Lightning Charging Cable,1,14.95,2019-12-29 17:04:00, Los Angeles,California,Charging Cable
313136,AAA Batteries (4-pack),1,2.99,2019-12-14 12:09:00, Seattle,Washington,Batteries
313137,Wired Headphones,1,11.99,2019-12-20 17:17:00, Los Angeles,California,Headphones
313138,iPhone,1,700.0,2019-12-04 11:07:00, Boston,Massachusetts,Phone
313138,Lightning Charging Cable,1,14.95,2019-12-04 11:07:00, Boston,Massachusetts,Charging Cable
313139,27in 4K Gaming Monitor,1,389.99,2019-12-31 13:41:00, Boston,Massachusetts,Monitor
313140,USB-C Charging Cable,1,11.95,2019-12-09 21:33:00, Atlanta,Georgia,Charging Cable
313141,AAA Batteries (4-pack),2,2.99,2019-12-29 14:12:00, Los Angeles,California,Batteries
313142,AA Batteries (4-pack),1,3.84,2019-12-06 12:31:00, San Francisco,California,Batteries
313142,Apple Airpods Headphones,1,150.0,2019-12-06 12:31:00, San Francisco,California,Headphones
313143,34in Ultrawide Monitor,1,379.99,2019-12-03 19:14:00, San Francisco,California,Monitor
313144,Lightning Charging Cable,1,14.95,2019-12-20 14:49:00, Boston,Massachusetts,Charging Cable
313145,Macbook Pro Laptop,1,1700.0,2019-12-13 05:53:00, New York City,New York,Laptop
313146,AA Batteries (4-pack),1,3.84,2019-12-22 21:54:00, San Francisco,California,Batteries
313147,AAA Batteries (4-pack),1,2.99,2019-12-27 21:15:00, Atlanta,Georgia,Batteries
313148,AAA Batteries (4-pack),1,2.99,2019-12-07 09:49:00, Boston,Massachusetts,Batteries
313149,iPhone,1,700.0,2019-12-20 08:43:00, San Francisco,California,Phone
313150,27in 4K Gaming Monitor,1,389.99,2019-12-06 14:17:00, San Francisco,California,Monitor
313151,AAA Batteries (4-pack),1,2.99,2019-12-18 08:15:00, San Francisco,California,Batteries
313152,AAA Batteries (4-pack),1,2.99,2019-12-21 10:03:00, Dallas,Texas,Batteries
313153,USB-C Charging Cable,1,11.95,2019-12-12 22:10:00, San Francisco,California,Charging Cable
313154,Wired Headphones,2,11.99,2019-12-27 20:15:00, Boston,Massachusetts,Headphones
313155,Bose SoundSport Headphones,1,99.99,2019-12-25 22:23:00, San Francisco,California,Headphones
313156,Lightning Charging Cable,1,14.95,2019-12-07 21:30:00, Los Angeles,California,Charging Cable
313157,27in FHD Monitor,1,149.99,2019-12-30 13:20:00, Portland,Oregon,Monitor
313158,Wired Headphones,1,11.99,2019-12-15 11:56:00, Los Angeles,California,Headphones
313159,20in Monitor,1,109.99,2019-12-16 16:20:00, Dallas,Texas,Monitor
313160,Wired Headphones,1,11.99,2019-12-14 00:21:00, San Francisco,California,Headphones
313161,Lightning Charging Cable,1,14.95,2019-12-11 12:16:00, Seattle,Washington,Charging Cable
313162,AAA Batteries (4-pack),1,2.99,2019-12-13 18:39:00, Dallas,Texas,Batteries
313163,Lightning Charging Cable,1,14.95,2019-12-14 21:23:00, San Francisco,California,Charging Cable
313164,AAA Batteries (4-pack),2,2.99,2019-12-26 07:50:00, Boston,Massachusetts,Batteries
313165,iPhone,1,700.0,2019-12-22 18:36:00, Atlanta,Georgia,Phone
313166,Google Phone,1,600.0,2019-12-18 16:01:00, Dallas,Texas,Phone
313167,USB-C Charging Cable,1,11.95,2019-12-30 19:00:00, Boston,Massachusetts,Charging Cable
313168,iPhone,1,700.0,2019-12-04 16:07:00, Atlanta,Georgia,Phone
313168,Apple Airpods Headphones,1,150.0,2019-12-04 16:07:00, Atlanta,Georgia,Headphones
313169,Bose SoundSport Headphones,1,99.99,2019-12-14 09:55:00, Portland,Oregon,Headphones
313170,Wired Headphones,1,11.99,2019-12-16 13:31:00, Los Angeles,California,Headphones
313171,USB-C Charging Cable,1,11.95,2019-12-21 10:22:00, New York City,New York,Charging Cable
313172,Google Phone,1,600.0,2019-12-07 17:13:00, San Francisco,California,Phone
313173,34in Ultrawide Monitor,1,379.99,2019-12-10 15:27:00, Dallas,Texas,Monitor
313174,Bose SoundSport Headphones,1,99.99,2019-12-14 22:30:00, San Francisco,California,Headphones
313175,Wired Headphones,1,11.99,2019-12-26 22:31:00, Los Angeles,California,Headphones
313176,27in 4K Gaming Monitor,1,389.99,2019-12-26 11:38:00, Los Angeles,California,Monitor
313177,Lightning Charging Cable,1,14.95,2019-12-01 10:53:00, San Francisco,California,Charging Cable
313178,USB-C Charging Cable,1,11.95,2019-12-30 22:06:00, San Francisco,California,Charging Cable
313179,Wired Headphones,1,11.99,2019-12-05 07:17:00, Los Angeles,California,Headphones
313180,Vareebadd Phone,1,400.0,2019-12-19 08:12:00, San Francisco,California,Phone
313181,34in Ultrawide Monitor,1,379.99,2019-12-14 23:53:00, Los Angeles,California,Monitor
313182,Apple Airpods Headphones,1,150.0,2019-12-05 18:12:00, San Francisco,California,Headphones
313183,Lightning Charging Cable,2,14.95,2019-12-03 20:49:00, Boston,Massachusetts,Charging Cable
313184,AAA Batteries (4-pack),1,2.99,2019-12-05 13:32:00, San Francisco,California,Batteries
313185,20in Monitor,1,109.99,2019-12-31 22:48:00, San Francisco,California,Monitor
313186,Wired Headphones,1,11.99,2019-12-24 11:24:00, Los Angeles,California,Headphones
313187,Macbook Pro Laptop,1,1700.0,2019-12-29 06:52:00, Portland,Oregon,Laptop
313188,Flatscreen TV,1,300.0,2019-12-16 13:37:00, Boston,Massachusetts,TV
313189,Vareebadd Phone,1,400.0,2019-12-27 12:23:00, San Francisco,California,Phone
313189,USB-C Charging Cable,1,11.95,2019-12-27 12:23:00, San Francisco,California,Charging Cable
313190,Lightning Charging Cable,1,14.95,2019-12-25 04:16:00, San Francisco,California,Charging Cable
313191,Macbook Pro Laptop,1,1700.0,2019-12-11 19:57:00, Atlanta,Georgia,Laptop
313192,Wired Headphones,1,11.99,2019-12-21 16:07:00, Los Angeles,California,Headphones
313193,AAA Batteries (4-pack),1,2.99,2019-12-19 12:43:00, New York City,New York,Batteries
313194,AAA Batteries (4-pack),1,2.99,2019-12-10 11:08:00, Austin,Texas,Batteries
313195,Lightning Charging Cable,1,14.95,2019-12-04 13:40:00, Seattle,Washington,Charging Cable
313196,27in FHD Monitor,1,149.99,2019-12-20 12:33:00, Los Angeles,California,Monitor
313197,Lightning Charging Cable,1,14.95,2019-12-01 19:04:00, San Francisco,California,Charging Cable
313198,Wired Headphones,1,11.99,2019-12-24 17:39:00, Atlanta,Georgia,Headphones
313199,AAA Batteries (4-pack),3,2.99,2019-12-28 00:07:00, San Francisco,California,Batteries
313200,USB-C Charging Cable,1,11.95,2019-12-06 10:33:00, Boston,Massachusetts,Charging Cable
313201,Bose SoundSport Headphones,1,99.99,2019-12-18 02:53:00, Portland,Oregon,Headphones
313202,Apple Airpods Headphones,1,150.0,2019-12-29 17:53:00, Los Angeles,California,Headphones
313203,Wired Headphones,1,11.99,2019-12-04 09:35:00, New York City,New York,Headphones
313204,Apple Airpods Headphones,1,150.0,2019-12-26 19:24:00, San Francisco,California,Headphones
313205,Flatscreen TV,1,300.0,2019-12-28 21:22:00, Dallas,Texas,TV
313206,34in Ultrawide Monitor,1,379.99,2019-12-14 09:42:00, Los Angeles,California,Monitor
313207,Wired Headphones,1,11.99,2019-12-05 20:09:00, Austin,Texas,Headphones
313208,USB-C Charging Cable,1,11.95,2019-12-19 19:50:00, Los Angeles,California,Charging Cable
313209,Apple Airpods Headphones,1,150.0,2019-12-19 02:19:00, Boston,Massachusetts,Headphones
313210,Bose SoundSport Headphones,1,99.99,2019-12-04 15:28:00, Dallas,Texas,Headphones
313211,27in FHD Monitor,1,149.99,2019-12-01 21:32:00, New York City,New York,Monitor
313212,Wired Headphones,2,11.99,2019-12-05 10:06:00, San Francisco,California,Headphones
313213,Wired Headphones,1,11.99,2019-12-09 22:37:00, Los Angeles,California,Headphones
313214,AAA Batteries (4-pack),1,2.99,2019-12-25 21:00:00, Seattle,Washington,Batteries
313215,27in 4K Gaming Monitor,1,389.99,2019-12-27 12:23:00, Portland,Maine,Monitor
313216,Lightning Charging Cable,1,14.95,2019-12-05 13:31:00, Los Angeles,California,Charging Cable
313217,ThinkPad Laptop,1,999.99,2019-12-29 08:58:00, Los Angeles,California,Laptop
313218,AA Batteries (4-pack),1,3.84,2019-12-24 18:34:00, San Francisco,California,Batteries
313219,Wired Headphones,1,11.99,2019-12-29 14:38:00, San Francisco,California,Headphones
313220,Wired Headphones,1,11.99,2019-12-30 12:50:00, San Francisco,California,Headphones
313221,AA Batteries (4-pack),1,3.84,2019-12-16 21:13:00, San Francisco,California,Batteries
313222,iPhone,1,700.0,2019-12-23 17:37:00, Los Angeles,California,Phone
313222,Lightning Charging Cable,1,14.95,2019-12-23 17:37:00, Los Angeles,California,Charging Cable
313223,Bose SoundSport Headphones,1,99.99,2019-12-13 21:28:00, Austin,Texas,Headphones
313224,AA Batteries (4-pack),1,3.84,2019-12-14 22:05:00, Los Angeles,California,Batteries
313225,USB-C Charging Cable,1,11.95,2019-12-22 12:39:00, San Francisco,California,Charging Cable
313226,Wired Headphones,1,11.99,2019-12-25 14:20:00, San Francisco,California,Headphones
313227,Lightning Charging Cable,1,14.95,2019-12-10 23:22:00, Portland,Oregon,Charging Cable
313228,Flatscreen TV,1,300.0,2019-12-11 15:08:00, New York City,New York,TV
313229,Google Phone,1,600.0,2019-12-02 17:48:00, San Francisco,California,Phone
313230,AAA Batteries (4-pack),1,2.99,2019-12-09 10:02:00, San Francisco,California,Batteries
313231,Lightning Charging Cable,1,14.95,2019-12-28 04:34:00, San Francisco,California,Charging Cable
313232,ThinkPad Laptop,1,999.99,2019-12-13 21:14:00, San Francisco,California,Laptop
313233,Wired Headphones,1,11.99,2019-12-25 18:11:00, Atlanta,Georgia,Headphones
